,Account,Id,Ref,Qty,filled,Type,Action,Aux,Lmt,TrailStop,AlgoStrategy,LimitOffset,RTH,TIF,,
VTRS,DU3053535,8673,,53,1.79769313486232E+308,TRAIL LIMIT,SELL,1.12,0,17.65,,-8.83,True,GTC,,
VST,DU3053535,8674,,51,1.79769313486232E+308,LMT,BUY,0,19.84,20.84,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 254457731≥+19.45, 254457731≥+2019909,margin ≥+20
VTRS,DU3053535,8671,,53,1.79769313486232E+308,LMT,BUY,0,19.14,20.14,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 454859695≥+18.76, 454859695≥+5830927,margin ≥+20
VTRS,DU3053535,8672,,53,1.79769313486232E+308,LMT,SELL,0,22.12,23.12,,1.79769313486232E+308,True,GTC,,
VRT,DU3053535,8677,,47,1.79769313486232E+308,LMT,BUY,0,21.26,22.26,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 402783527≥+20.84, 402783527≥+827091,margin ≥+20
VRT,DU3053535,8678,,47,1.79769313486232E+308,LMT,SELL,0,25.79,26.79,,1.79769313486232E+308,True,GTC,,
VST,DU3053535,8675,,51,1.79769313486232E+308,LMT,SELL,0,22.84,23.84,,1.79769313486232E+308,True,GTC,,
VST,DU3053535,8676,,51,1.79769313486232E+308,TRAIL LIMIT,SELL,1.13,0,18.31,,-9.15,True,GTC,,
WIT,DU3053535,8665,,172,1.79769313486232E+308,LMT,BUY,0,5.9,6.9,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 13775≥+5.79, 13775≥+410727,margin ≥+20
WIT,DU3053535,8666,,172,1.79769313486232E+308,LMT,SELL,0,6.85,7.85,,1.79769313486232E+308,True,GTC,,
WNC,DU3053535,8663,,53,1.79769313486232E+308,LMT,SELL,0,22.25,23.25,,1.79769313486232E+308,True,GTC,,
WNC,DU3053535,8664,,53,1.79769313486232E+308,TRAIL LIMIT,SELL,1.21,0,17.4,,-8.7,True,GTC,,
WETF,DU3053535,8669,,176,1.79769313486232E+308,LMT,SELL,0,7.27,8.27,,1.79769313486232E+308,True,GTC,,
WETF,DU3053535,8670,,176,1.79769313486232E+308,TRAIL LIMIT,SELL,0.53,0,5.13,,-2.57,True,GTC,,
WIT,DU3053535,8667,,172,1.79769313486232E+308,TRAIL LIMIT,SELL,0.35,0,5.43,,-2.71,True,GTC,,
WETF,DU3053535,8668,,176,1.79769313486232E+308,LMT,BUY,0,5.77,6.77,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4813429≥+5.66, 4813429≥+681836,margin ≥+20
VNDA,DU3053535,8689,,68,1.79769313486232E+308,LMT,BUY,0,14.84,15.84,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 38689842≥+14.55, 38689842≥+369455,margin ≥+20
VNDA,DU3053535,8690,,68,1.79769313486232E+308,LMT,SELL,0,18.17,19.17,,1.79769313486232E+308,True,GTC,,
VOD,DU3053535,8687,,55,1.79769313486232E+308,LMT,SELL,0,20.72,21.72,,1.79769313486232E+308,True,GTC,,
VOD,DU3053535,8688,,55,1.79769313486232E+308,TRAIL LIMIT,SELL,0.93,0,17,,-8.5,True,GTC,,
VMD,DU3053535,8693,,109,1.79769313486232E+308,LMT,SELL,0,11.23,12.23,,1.79769313486232E+308,True,GTC,,
VMD,DU3053535,8694,,109,1.79769313486232E+308,TRAIL LIMIT,SELL,0.7,0,8.42,,-4.21,True,GTC,,
VNDA,DU3053535,8691,,68,1.79769313486232E+308,TRAIL LIMIT,SELL,1.21,0,13.34,,-6.67,True,GTC,,
VMD,DU3053535,8692,,109,1.79769313486232E+308,LMT,BUY,0,9.31,10.31,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 376694783≥+9.12, 376694783≥+30036,margin ≥+20
VRS,DU3053535,8681,,77,1.79769313486232E+308,LMT,SELL,0,15.24,16.24,,1.79769313486232E+308,True,GTC,,
VRS,DU3053535,8682,,77,1.79769313486232E+308,TRAIL LIMIT,SELL,0.78,0,12.12,,-6.06,True,GTC,,
VRT,DU3053535,8679,,47,1.79769313486232E+308,TRAIL LIMIT,SELL,1.65,0,19.19,,-9.59,True,GTC,,
VRS,DU3053535,8680,,77,1.79769313486232E+308,LMT,BUY,0,13.16,14.16,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 239691886≥+12.9, 239691886≥+146673,margin ≥+20
VRRM,DU3053535,8685,,69,1.79769313486232E+308,TRAIL LIMIT,SELL,0.84,0,13.54,,-6.77,True,GTC,,
VOD,DU3053535,8686,,55,1.79769313486232E+308,LMT,BUY,0,18.29,19.29,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 144463724≥+17.93, 144463724≥+375182,margin ≥+20
VRRM,DU3053535,8683,,69,1.79769313486232E+308,LMT,BUY,0,14.66,15.66,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 337722877≥+14.38, 337722877≥+321255,margin ≥+20
VRRM,DU3053535,8684,,69,1.79769313486232E+308,LMT,SELL,0,16.88,17.88,,1.79769313486232E+308,True,GTC,,
ZYXI,DU3053535,8641,,66,1.79769313486232E+308,LMT,BUY,0,15.25,16.25,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 52413740≥+14.95, 52413740≥+86691,margin ≥+20
ZYXI,DU3053535,8642,,66,1.79769313486232E+308,LMT,SELL,0,18.88,19.88,,1.79769313486232E+308,True,GTC,,
ACH,DU3053535,8639,,105,1.79769313486232E+308,LMT,SELL,0,11.53,12.53,,1.79769313486232E+308,True,GTC,,
ACH,DU3053535,8640,,105,1.79769313486232E+308,TRAIL LIMIT,SELL,0.68,0,8.81,,-4.41,True,GTC,,
ZNGA,DU3053535,8645,,97,1.79769313486232E+308,LMT,SELL,0,12.54,13.54,,1.79769313486232E+308,True,GTC,,
ZNGA,DU3053535,8646,,97,1.79769313486232E+308,TRAIL LIMIT,SELL,0.75,0,9.54,,-4.77,True,GTC,,
ZYXI,DU3053535,8643,,66,1.79769313486232E+308,TRAIL LIMIT,SELL,1.31,0,13.64,,-6.82,True,GTC,,
ZNGA,DU3053535,8644,,97,1.79769313486232E+308,LMT,BUY,0,10.49,11.49,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 98760277≥+10.29, 98760277≥+4927364,margin ≥+20
ADTN,DU3053535,8633,,62,1.79769313486232E+308,LMT,SELL,0,19.76,20.76,,1.79769313486232E+308,True,GTC,,
ADTN,DU3053535,8634,,62,1.79769313486232E+308,TRAIL LIMIT,SELL,1.23,0,14.85,,-7.42,True,GTC,,
AFIN,DU3053535,8631,,117,1.79769313486232E+308,TRAIL LIMIT,SELL,0.72,0,7.77,,-3.89,True,GTC,,
ADTN,DU3053535,8632,,62,1.79769313486232E+308,LMT,BUY,0,16.4,17.4,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 265818≥+16.08, 265818≥+136345,margin ≥+20
ACRE,DU3053535,8637,,75,1.79769313486232E+308,TRAIL LIMIT,SELL,0.96,0,12.28,,-6.14,True,GTC,,
ACH,DU3053535,8638,,105,1.79769313486232E+308,LMT,BUY,0,9.68,10.68,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 753861≥+9.49, 753861≥+27255,margin ≥+20
ACRE,DU3053535,8635,,75,1.79769313486232E+308,LMT,BUY,0,13.51,14.51,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 106619222≥+13.24, 106619222≥+284236,margin ≥+20
ACRE,DU3053535,8636,,75,1.79769313486232E+308,LMT,SELL,0,16.11,17.11,,1.79769313486232E+308,True,GTC,,
WSR,DU3053535,8657,,116,1.79769313486232E+308,LMT,SELL,0,10.54,11.54,,1.79769313486232E+308,True,GTC,,
WSR,DU3053535,8658,,116,1.79769313486232E+308,TRAIL LIMIT,SELL,0.65,0,7.96,,-3.98,True,GTC,,
XHR,DU3053535,8655,,62,1.79769313486232E+308,TRAIL LIMIT,SELL,1.3,0,14.82,,-7.41,True,GTC,,
WSR,DU3053535,8656,,116,1.79769313486232E+308,LMT,BUY,0,8.78,9.78,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 78363996≥+8.6, 78363996≥+292200,margin ≥+20
WPF,DU3053535,8661,,81,1.79769313486232E+308,TRAIL LIMIT,SELL,1.08,0,11.25,,-5.62,True,GTC,,
WNC,DU3053535,8662,,53,1.79769313486232E+308,LMT,BUY,0,18.99,19.99,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 13839≥+18.62, 13839≥+226018,margin ≥+20
WPF,DU3053535,8659,,81,1.79769313486232E+308,LMT,BUY,0,12.58,13.58,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 433252140≥+12.34, 433252140≥+411982,margin ≥+20
WPF,DU3053535,8660,,81,1.79769313486232E+308,LMT,SELL,0,15.59,16.59,,1.79769313486232E+308,True,GTC,,
ZIXI,DU3053535,8649,,111,1.79769313486232E+308,TRAIL LIMIT,SELL,0.84,0,8.12,,-4.06,True,GTC,,
ZAGG,DU3053535,8650,,222,1.79769313486232E+308,LMT,BUY,0,4.58,5.58,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 45058022≥+4.49, 45058022≥+63636,margin ≥+20
ZIXI,DU3053535,8647,,111,1.79769313486232E+308,LMT,BUY,0,9.14,10.14,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6267574≥+8.96, 6267574≥+285109,margin ≥+20
ZIXI,DU3053535,8648,,111,1.79769313486232E+308,LMT,SELL,0,11.47,12.47,,1.79769313486232E+308,True,GTC,,
XHR,DU3053535,8653,,62,1.79769313486232E+308,LMT,BUY,0,16.44,17.44,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 182675372≥+16.12, 182675372≥+334509,margin ≥+20
XHR,DU3053535,8654,,62,1.79769313486232E+308,LMT,SELL,0,20.01,21.01,,1.79769313486232E+308,True,GTC,,
ZAGG,DU3053535,8651,,222,1.79769313486232E+308,LMT,SELL,0,5.4,6.4,,1.79769313486232E+308,True,GTC,,
ZAGG,DU3053535,8652,,222,1.79769313486232E+308,TRAIL LIMIT,SELL,0.3,0,4.19,,-2.1,True,GTC,,
AMX,DU3053535,8609,,67,1.79769313486232E+308,LMT,SELL,0,17.07,18.07,,1.79769313486232E+308,True,GTC,,
AMX,DU3053535,8610,,67,1.79769313486232E+308,TRAIL LIMIT,SELL,0.72,0,14.18,,-7.09,True,GTC,,
ANGO,DU3053535,8607,,64,1.79769313486232E+308,TRAIL LIMIT,SELL,1.27,0,14.35,,-7.17,True,GTC,,
AMX,DU3053535,8608,,67,1.79769313486232E+308,LMT,BUY,0,15.2,16.2,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4442≥+14.9, 4442≥+237218,margin ≥+20
AMKR,DU3053535,8613,,61,1.79769313486232E+308,TRAIL LIMIT,SELL,0.97,0,15.19,,-7.6,True,GTC,,
AMBC,DU3053535,8614,,54,1.79769313486232E+308,LMT,BUY,0,18.77,19.77,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 126945652≥+18.4, 126945652≥+223255,margin ≥+20
AMKR,DU3053535,8611,,61,1.79769313486232E+308,LMT,BUY,0,16.48,17.48,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 4726244≥+16.16, 4726244≥+319273,margin ≥+20
AMKR,DU3053535,8612,,61,1.79769313486232E+308,LMT,SELL,0,19.08,20.08,,1.79769313486232E+308,True,GTC,,
ARCC,DU3053535,8601,,58,1.79769313486232E+308,TRAIL LIMIT,SELL,0.65,0,16.49,,-8.25,True,GTC,,
APSG,DU3053535,8602,,90,1.79769313486232E+308,LMT,BUY,0,11.32,12.32,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 455575426≥+11.1, 455575426≥+38873,margin ≥+20
ARCC,DU3053535,8599,,58,1.79769313486232E+308,LMT,BUY,0,17.48,18.48,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 31400554≥+17.14, 31400554≥+257127,margin ≥+20
ARCC,DU3053535,8600,,58,1.79769313486232E+308,LMT,SELL,0,19.1,20.1,,1.79769313486232E+308,True,GTC,,
ANGO,DU3053535,8605,,64,1.79769313486232E+308,LMT,BUY,0,15.93,16.93,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 29442967≥+15.62, 29442967≥+185309,margin ≥+20
ANGO,DU3053535,8606,,64,1.79769313486232E+308,LMT,SELL,0,19.43,20.43,,1.79769313486232E+308,True,GTC,,
APSG,DU3053535,8603,,90,1.79769313486232E+308,LMT,SELL,0,13.21,14.21,,1.79769313486232E+308,True,GTC,,
APSG,DU3053535,8604,,90,1.79769313486232E+308,TRAIL LIMIT,SELL,0.7,0,10.39,,-5.19,True,GTC,,
AINV,DU3053535,8625,,83,1.79769313486232E+308,TRAIL LIMIT,SELL,0.78,0,11.13,,-5.56,True,GTC,,
AHH,DU3053535,8626,,85,1.79769313486232E+308,LMT,BUY,0,11.97,12.97,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 127149802≥+11.74, 127149802≥+257891,margin ≥+20
AINV,DU3053535,8623,,83,1.79769313486232E+308,LMT,BUY,0,12.15,13.15,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 344162255≥+11.91, 344162255≥+175273,margin ≥+20
AINV,DU3053535,8624,,83,1.79769313486232E+308,LMT,SELL,0,14.24,15.24,,1.79769313486232E+308,True,GTC,,
AFIN,DU3053535,8629,,117,1.79769313486232E+308,LMT,BUY,0,8.66,9.66,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 326197490≥+8.49, 326197490≥+392164,margin ≥+20
AFIN,DU3053535,8630,,117,1.79769313486232E+308,LMT,SELL,0,10.66,11.66,,1.79769313486232E+308,True,GTC,,
AHH,DU3053535,8627,,85,1.79769313486232E+308,LMT,SELL,0,13.94,14.94,,1.79769313486232E+308,True,GTC,,
AHH,DU3053535,8628,,85,1.79769313486232E+308,TRAIL LIMIT,SELL,0.73,0,11,,-5.5,True,GTC,,
ALLT,DU3053535,8617,,83,1.79769313486232E+308,LMT,BUY,0,12.15,13.15,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 41641102≥+11.91, 41641102≥+152255,margin ≥+20
ALLT,DU3053535,8618,,83,1.79769313486232E+308,LMT,SELL,0,14.87,15.87,,1.79769313486232E+308,True,GTC,,
AMBC,DU3053535,8615,,54,1.79769313486232E+308,LMT,SELL,0,22.09,23.09,,1.79769313486232E+308,True,GTC,,
AMBC,DU3053535,8616,,54,1.79769313486232E+308,TRAIL LIMIT,SELL,1.23,0,17.17,,-8.58,True,GTC,,
ALEX,DU3053535,8621,,56,1.79769313486232E+308,LMT,SELL,0,21.24,22.24,,1.79769313486232E+308,True,GTC,,
ALEX,DU3053535,8622,,56,1.79769313486232E+308,TRAIL LIMIT,SELL,1.18,0,16.52,,-8.26,True,GTC,,
ALLT,DU3053535,8619,,83,1.79769313486232E+308,TRAIL LIMIT,SELL,0.99,0,10.92,,-5.46,True,GTC,,
ALEX,DU3053535,8620,,56,1.79769313486232E+308,LMT,BUY,0,18.06,19.06,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 108670127≥+17.7, 108670127≥+349309,margin ≥+20
BAK,DU3053535,8577,,104,1.79769313486232E+308,TRAIL LIMIT,SELL,0.68,0,8.86,,-4.43,True,GTC,,
AXGN,DU3053535,8578,,53,1.79769313486232E+308,LMT,BUY,0,18.96,19.96,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 95844254≥+18.58, 95844254≥+79400,margin ≥+20
BAK,DU3053535,8575,,104,1.79769313486232E+308,LMT,BUY,0,9.73,10.73,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 6607745≥+9.54, 6607745≥+220073,margin ≥+20
BAK,DU3053535,8576,,104,1.79769313486232E+308,LMT,SELL,0,11.59,12.59,,1.79769313486232E+308,True,GTC,,
AWP,DU3053535,8581,,184,1.79769313486232E+308,LMT,BUY,0,5.53,6.53,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 314840642≥+5.42, 314840642≥+49836,margin ≥+20
AWP,DU3053535,8582,,184,1.79769313486232E+308,LMT,SELL,0,6.17,7.17,,1.79769313486232E+308,True,GTC,,
AXGN,DU3053535,8579,,53,1.79769313486232E+308,LMT,SELL,0,23.15,24.15,,1.79769313486232E+308,True,GTC,,
AXGN,DU3053535,8580,,53,1.79769313486232E+308,TRAIL LIMIT,SELL,1.52,0,17.06,,-8.53,True,GTC,,
BAR,DU3053535,8569,,52,1.79769313486232E+308,LMT,BUY,0,19.34,20.34,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 287646824≥+18.96, 287646824≥+22964,margin ≥+20
BAR,DU3053535,8570,,52,1.79769313486232E+308,LMT,SELL,0,20.22,21.22,,1.79769313486232E+308,True,GTC,,
BBDC,DU3053535,8567,,104,1.79769313486232E+308,LMT,SELL,0,10.86,11.86,,1.79769313486232E+308,True,GTC,,
BBDC,DU3053535,8568,,104,1.79769313486232E+308,TRAIL LIMIT,SELL,0.43,0,9.14,,-4.57,True,GTC,,
BANC,DU3053535,8573,,63,1.79769313486232E+308,LMT,SELL,0,18.47,19.47,,1.79769313486232E+308,True,GTC,,
BANC,DU3053535,8574,,63,1.79769313486232E+308,TRAIL LIMIT,SELL,0.92,0,14.78,,-7.39,True,GTC,,
BAR,DU3053535,8571,,52,1.79769313486232E+308,TRAIL LIMIT,SELL,0.42,0,18.54,,-9.27,True,GTC,,
BANC,DU3053535,8572,,63,1.79769313486232E+308,LMT,BUY,0,16.02,17.02,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 131122722≥+15.7, 131122722≥+120818,margin ≥+20
ARR,DU3053535,8593,,88,1.79769313486232E+308,LMT,BUY,0,11.55,12.55,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 198163396≥+11.32, 198163396≥+302491,margin ≥+20
ARR,DU3053535,8594,,88,1.79769313486232E+308,LMT,SELL,0,12.87,13.87,,1.79769313486232E+308,True,GTC,,
ATEN,DU3053535,8591,,96,1.79769313486232E+308,LMT,SELL,0,13.3,14.3,,1.79769313486232E+308,True,GTC,,
ATEN,DU3053535,8592,,96,1.79769313486232E+308,TRAIL LIMIT,SELL,0.98,0,9.39,,-4.69,True,GTC,,
ARI,DU3053535,8597,,81,1.79769313486232E+308,LMT,SELL,0,14.54,15.54,,1.79769313486232E+308,True,GTC,,
ARI,DU3053535,8598,,81,1.79769313486232E+308,TRAIL LIMIT,SELL,0.75,0,11.55,,-5.78,True,GTC,,
ARR,DU3053535,8595,,88,1.79769313486232E+308,TRAIL LIMIT,SELL,0.52,0,10.8,,-5.4,True,GTC,,
ARI,DU3053535,8596,,81,1.79769313486232E+308,LMT,BUY,0,12.54,13.54,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 69052095≥+12.29, 69052095≥+274164,margin ≥+20
AVYA,DU3053535,8585,,46,1.79769313486232E+308,LMT,SELL,0,26.82,27.82,,1.79769313486232E+308,True,GTC,,
AVYA,DU3053535,8586,,46,1.79769313486232E+308,TRAIL LIMIT,SELL,1.8,0,19.64,,-9.82,True,GTC,,
AWP,DU3053535,8583,,184,1.79769313486232E+308,TRAIL LIMIT,SELL,0.25,0,5.17,,-2.59,True,GTC,,
AVYA,DU3053535,8584,,46,1.79769313486232E+308,LMT,BUY,0,21.86,22.86,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 300355239≥+21.43, 300355239≥+441036,margin ≥+20
AVAN,DU3053535,8589,,93,1.79769313486232E+308,TRAIL LIMIT,SELL,0.56,0,10.11,,-5.05,True,GTC,,
ATEN,DU3053535,8590,,96,1.79769313486232E+308,LMT,BUY,0,10.58,11.58,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 146405187≥+10.37, 146405187≥+317582,margin ≥+20
AVAN,DU3053535,8587,,93,1.79769313486232E+308,LMT,BUY,0,10.89,11.89,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 455575431≥+10.67, 455575431≥+57818,margin ≥+20
AVAN,DU3053535,8588,,93,1.79769313486232E+308,LMT,SELL,0,12.35,13.35,,1.79769313486232E+308,True,GTC,,
AAIC,DU3053535,8545,,244,1.79769313486232E+308,LMT,BUY,0,4.16,5.16,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 69259320≥+4.08, 69259320≥+66073,margin ≥+20
AAIC,DU3053535,8546,,244,1.79769313486232E+308,LMT,SELL,0,5.13,6.13,,1.79769313486232E+308,True,GTC,,
AT,DU3053535,8543,,481,1.79769313486232E+308,LMT,SELL,0,2.35,3.35,,1.79769313486232E+308,True,GTC,,
AT,DU3053535,8544,,481,1.79769313486232E+308,TRAIL LIMIT,SELL,0.09,0,1.99,,-1,True,GTC,,
ASUR,DU3053535,8549,,123,1.79769313486232E+308,LMT,SELL,0,10.08,11.08,,1.79769313486232E+308,True,GTC,,
ASUR,DU3053535,8550,,123,1.79769313486232E+308,TRAIL LIMIT,SELL,0.66,0,7.43,,-3.71,True,GTC,,
AAIC,DU3053535,8547,,244,1.79769313486232E+308,TRAIL LIMIT,SELL,0.35,0,3.73,,-1.86,True,GTC,,
ASUR,DU3053535,8548,,123,1.79769313486232E+308,LMT,BUY,0,8.26,9.26,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 71395427≥+8.09, 71395427≥+55927,margin ≥+20
AQN,DU3053535,8537,,59,1.79769313486232E+308,LMT,SELL,0,19.13,20.13,,1.79769313486232E+308,True,GTC,,
AQN,DU3053535,8538,,59,1.79769313486232E+308,TRAIL LIMIT,SELL,0.76,0,16.08,,-8.04,True,GTC,,
ASB,DU3053535,8535,,56,1.79769313486232E+308,TRAIL LIMIT,SELL,0.93,0,16.69,,-8.34,True,GTC,,
AQN,DU3053535,8536,,59,1.79769313486232E+308,LMT,BUY,0,17.18,18.18,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 69947434≥+16.84, 69947434≥+119564,margin ≥+20
APTS,DU3053535,8541,,122,1.79769313486232E+308,TRAIL LIMIT,SELL,0.63,0,7.54,,-3.77,True,GTC,,
AT,DU3053535,8542,,481,1.79769313486232E+308,LMT,BUY,0,2.12,3.12,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 70887420≥+2.08, 70887420≥+82691,margin ≥+20
APTS,DU3053535,8539,,122,1.79769313486232E+308,LMT,BUY,0,8.33,9.33,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 81911134≥+8.17, 81911134≥+72309,margin ≥+20
APTS,DU3053535,8540,,122,1.79769313486232E+308,LMT,SELL,0,10.05,11.05,,1.79769313486232E+308,True,GTC,,
BCOV,DU3053535,8561,,51,1.79769313486232E+308,LMT,SELL,0,25.01,26.01,,1.79769313486232E+308,True,GTC,,
BCOV,DU3053535,8562,,51,1.79769313486232E+308,TRAIL LIMIT,SELL,1.83,0,17.7,,-8.85,True,GTC,,
AEGN,DU3053535,8559,,49,1.79769313486232E+308,TRAIL LIMIT,SELL,1.47,0,18.87,,-9.44,True,GTC,,
BCOV,DU3053535,8560,,51,1.79769313486232E+308,LMT,BUY,0,19.92,20.92,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 102517028≥+19.53, 102517028≥+74927,margin ≥+20
BCOR,DU3053535,8565,,66,1.79769313486232E+308,TRAIL LIMIT,SELL,1.1,0,14,,-7,True,GTC,,
BBDC,DU3053535,8566,,104,1.79769313486232E+308,LMT,BUY,0,9.76,10.76,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 327230557≥+9.57, 327230557≥+38382,margin ≥+20
BCOR,DU3053535,8563,,66,1.79769313486232E+308,LMT,BUY,0,15.4,16.4,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 108548634≥+15.1, 108548634≥+129655,margin ≥+20
BCOR,DU3053535,8564,,66,1.79769313486232E+308,LMT,SELL,0,18.41,19.41,,1.79769313486232E+308,True,GTC,,
AVID,DU3053535,8553,,65,1.79769313486232E+308,TRAIL LIMIT,SELL,1.24,0,13.93,,-6.96,True,GTC,,
ACTC,DU3053535,8554,,83,1.79769313486232E+308,LMT,BUY,0,12.16,13.16,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 456801235≥+11.92, 456801235≥+45945,margin ≥+20
AVID,DU3053535,8551,,65,1.79769313486232E+308,LMT,BUY,0,15.47,16.47,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 266575≥+15.17, 266575≥+87673,margin ≥+20
AVID,DU3053535,8552,,65,1.79769313486232E+308,LMT,SELL,0,18.88,19.88,,1.79769313486232E+308,True,GTC,,
AEGN,DU3053535,8557,,49,1.79769313486232E+308,LMT,BUY,0,20.75,21.75,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 96724118≥+20.34, 96724118≥+80236,margin ≥+20
AEGN,DU3053535,8558,,49,1.79769313486232E+308,LMT,SELL,0,24.76,25.76,,1.79769313486232E+308,True,GTC,,
ACTC,DU3053535,8555,,83,1.79769313486232E+308,LMT,SELL,0,15.2,16.2,,1.79769313486232E+308,True,GTC,,
ACTC,DU3053535,8556,,83,1.79769313486232E+308,TRAIL LIMIT,SELL,1.09,0,10.83,,-5.42,True,GTC,,
IBN,DU3053535,9541,,67,1.79769313486232E+308,LMT,BUY,0,15.01,16.01,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 8068883≥+14.72, 8068883≥+629455,margin ≥+20
IGAC,DU3053535,9540,,92,1.79769313486232E+308,TRAIL LIMIT,SELL,0.66,0,10.18,,-5.09,True,GTC,,
HZON,DU3053535,9544,,87,1.79769313486232E+308,LMT,BUY,0,11.59,12.59,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 458553473≥+11.37, 458553473≥+38964,margin ≥+20
HZON,DU3053535,9545,,87,1.79769313486232E+308,LMT,SELL,0,14.23,15.23,,1.79769313486232E+308,True,GTC,,
IBN,DU3053535,9542,,67,1.79769313486232E+308,LMT,SELL,0,16.63,17.63,,1.79769313486232E+308,True,GTC,,
IBN,DU3053535,9543,,67,1.79769313486232E+308,TRAIL LIMIT,SELL,0.64,0,14.08,,-7.04,True,GTC,,
IGR,DU3053535,9534,,143,1.79769313486232E+308,TRAIL LIMIT,SELL,0.22,0,6.75,,-3.38,True,GTC,,
IGD,DU3053535,9535,,185,1.79769313486232E+308,LMT,BUY,0,5.49,6.49,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 148429920≥+5.38, 148429920≥+33800,margin ≥+20
IGR,DU3053535,9532,,143,1.79769313486232E+308,LMT,BUY,0,7.11,8.11,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 90655693≥+6.97, 90655693≥+33273,margin ≥+20
IGR,DU3053535,9533,,143,1.79769313486232E+308,LMT,SELL,0,7.65,8.65,,1.79769313486232E+308,True,GTC,,
IGAC,DU3053535,9538,,92,1.79769313486232E+308,LMT,BUY,0,11.06,12.06,,1.79769313486232E+308,True,GTC,,,20201229 09:30:00 EST, 456801244≥+10.84, 456801244≥+150455,margin ≥+20
IGAC,DU3053535,9539,,92,1.79769313486232E+308,LMT,SELL,0,12.81,13.81,,1.79769313486232E+308,True,GTC,,
IGD,DU3053535,9536,,185,1.79769313486232E+308,LMT,SELL,0,5.89,6.89,,1.79769313486232E+308,True,GTC,,
IGD,DU3053535,9537,,185,1.79769313486232E+308,TRAIL LIMIT,SELL,0.17,0,5.22,,-2.61,True,GTC,,
